id,name,base_experience,height,weight,types,abilities,moves,stats,image_url,image,generation
560,scrafty,171,11,300,"dark, fighting","shed-skin, moxie, intimidate","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance","hp=65, attack=90, defense=115, special-attack=45, special-defense=115, speed=58",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,,5
561,sigilyph,172,14,140,"psychic, flying","wonder-skin, magic-guard, tinted-lens","gust, whirlwind, fly, ice-beam, psybeam","hp=72, attack=58, defense=80, special-attack=103, special-defense=80, speed=97",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,,5
562,yamask,61,5,15,ghost,mummy,"disable, toxic, psychic, night-shade, double-team","hp=38, attack=30, defense=85, special-attack=55, special-defense=65, speed=30",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,,5
563,cofagrigus,169,17,765,ghost,mummy,"disable, hyper-beam, toxic, psychic, night-shade","hp=58, attack=50, defense=145, special-attack=95, special-defense=105, speed=30",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,,5
564,tirtouga,71,7,165,"water, rock","solid-rock, sturdy, swift-swim","slam, body-slam, bite, water-gun, hydro-pump","hp=54, attack=78, defense=103, special-attack=53, special-defense=45, speed=22",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,,5
565,carracosta,173,12,810,"water, rock","solid-rock, sturdy, swift-swim","body-slam, bite, water-gun, hydro-pump, surf","hp=74, attack=108, defense=133, special-attack=83, special-defense=65, speed=32",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,,5
566,archen,71,5,95,"rock, flying",defeatist,"cut, wing-attack, thrash, leer, bite","hp=55, attack=112, defense=45, special-attack=74, special-defense=45, speed=70",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,,5
567,archeops,177,14,320,"rock, flying",defeatist,"cut, wing-attack, fly, thrash, leer","hp=75, attack=140, defense=65, special-attack=112, special-defense=65, speed=110",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,,5
568,trubbish,66,6,310,poison,"stench, sticky-hold, aftermath","pound, double-slap, sand-attack, take-down, toxic","hp=50, attack=50, defense=62, special-attack=40, special-defense=62, speed=65",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,,5
569,garbodor,166,19,1073,poison,"stench, weak-armor, aftermath","pound, double-slap, body-slam, take-down, hyper-beam","hp=80, attack=95, defense=82, special-attack=60, special-defense=82, speed=75",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,,5
570,zorua,66,7,125,dark,illusion,"scratch, swords-dance, cut, take-down, leer","hp=40, attack=65, defense=40, special-attack=80, special-defense=40, speed=65",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,,5
571,zoroark,179,16,811,dark,illusion,"mega-punch, scratch, swords-dance, cut, mega-kick","hp=60, attack=105, defense=60, special-attack=120, special-defense=60, speed=105",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,,5
572,minccino,60,4,58,normal,"cute-charm, technician, skill-link","pound, double-slap, slam, take-down, tail-whip","hp=55, attack=50, defense=40, special-attack=40, special-defense=40, speed=75",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,,5
573,cinccino,165,5,75,normal,"cute-charm, technician, skill-link","pound, slam, take-down, double-edge, tail-whip","hp=75, attack=95, defense=60, special-attack=65, special-defense=60, speed=115",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,,5
574,gothita,58,4,58,psychic,"frisk, competitive, shadow-tag","pound, double-slap, psybeam, thunderbolt, thunder-wave","hp=45, attack=30, defense=50, special-attack=55, special-defense=65, speed=45",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,,5
575,gothorita,137,7,180,psychic,"frisk, competitive, shadow-tag","pound, double-slap, psybeam, thunderbolt, thunder-wave","hp=60, attack=45, defense=70, special-attack=75, special-defense=85, speed=55",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,,5
576,gothitelle,221,15,440,psychic,"frisk, competitive, shadow-tag","pound, double-slap, body-slam, psybeam, hyper-beam","hp=70, attack=55, defense=95, special-attack=95, special-defense=110, speed=65",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,,5
577,solosis,58,3,10,psychic,"overcoat, magic-guard, regenerator","psybeam, thunder-wave, thunder, toxic, confusion","hp=45, attack=30, defense=40, special-attack=105, special-defense=50, speed=20",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,,5
578,duosion,130,6,80,psychic,"overcoat, magic-guard, regenerator","psybeam, thunder-wave, thunder, toxic, confusion","hp=65, attack=40, defense=50, special-attack=125, special-defense=60, speed=30",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,,5
579,reuniclus,221,10,201,psychic,"overcoat, magic-guard, regenerator","mega-punch, fire-punch, ice-punch, thunder-punch, body-slam","hp=110, attack=65, defense=75, special-attack=125, special-defense=85, speed=30",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,,5
580,ducklett,61,5,55,"water, flying","keen-eye, big-pecks, hydration","gust, wing-attack, fly, double-edge, water-gun","hp=62, attack=44, defense=50, special-attack=44, special-defense=50, speed=55",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,,5
581,swanna,166,13,242,"water, flying","keen-eye, big-pecks, hydration","gust, wing-attack, fly, double-edge, water-gun","hp=75, attack=87, defense=63, special-attack=87, special-defense=63, speed=98",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,,5
582,vanillite,61,4,57,ice,"ice-body, snow-cloak, weak-armor","mist, ice-beam, blizzard, toxic, double-team","hp=36, attack=50, defense=50, special-attack=65, special-defense=60, speed=44",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,,5
583,vanillish,138,11,410,ice,"ice-body, snow-cloak, weak-armor","mist, ice-beam, blizzard, toxic, double-team","hp=51, attack=65, defense=65, special-attack=80, special-defense=75, speed=59",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,,5
584,vanilluxe,241,13,575,ice,"ice-body, snow-warning, weak-armor","mist, ice-beam, blizzard, hyper-beam, toxic","hp=71, attack=95, defense=85, special-attack=110, special-defense=95, speed=79",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,,5
585,deerling-spring,67,6,195,"normal, grass","chlorophyll, sap-sipper, serene-grace","double-kick, jump-kick, sand-attack, headbutt, tackle","hp=60, attack=60, defense=50, special-attack=40, special-defense=50, speed=75",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,,5
586,sawsbuck-spring,166,19,925,"normal, grass","chlorophyll, sap-sipper, serene-grace","swords-dance, cut, double-kick, jump-kick, sand-attack","hp=80, attack=100, defense=70, special-attack=60, special-defense=70, speed=95",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,,5
587,emolga,150,4,50,"electric, flying","static, motor-drive","cut, tail-whip, solar-beam, thunder-shock, thunderbolt","hp=55, attack=75, defense=60, special-attack=75, special-defense=60, speed=103",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,,5
588,karrablast,63,5,59,bug,"swarm, shed-skin, no-guard","swords-dance, cut, headbutt, horn-attack, fury-attack","hp=50, attack=75, defense=45, special-attack=40, special-defense=45, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,,5
589,escavalier,173,10,330,"bug, steel","swarm, shell-armor, overcoat","swords-dance, cut, headbutt, fury-attack, take-down","hp=70, attack=135, defense=105, special-attack=60, special-defense=105, speed=20",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,,5
590,foongus,59,2,10,"grass, poison","effect-spore, regenerator","body-slam, absorb, mega-drain, growth, solar-beam","hp=69, attack=55, defense=45, special-attack=55, special-defense=55, speed=15",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,,5
591,amoonguss,162,6,105,"grass, poison","effect-spore, regenerator","body-slam, hyper-beam, absorb, mega-drain, growth","hp=114, attack=85, defense=70, special-attack=85, special-defense=80, speed=30",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,,5
592,frillish,67,12,330,"water, ghost","water-absorb, cursed-body, damp","bind, poison-sting, mist, water-gun, hydro-pump","hp=55, attack=40, defense=50, special-attack=65, special-defense=85, speed=40",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,,5
593,jellicent,168,22,1350,"water, ghost","water-absorb, cursed-body, damp","bind, poison-sting, water-gun, hydro-pump, surf","hp=100, attack=60, defense=70, special-attack=85, special-defense=105, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,,5
594,alomomola,165,12,316,water,"healer, hydration, regenerator","pound, double-slap, body-slam, take-down, mist","hp=165, attack=75, defense=80, special-attack=40, special-defense=45, speed=65",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,,5
595,joltik,64,1,6,"bug, electric","compound-eyes, unnerve, swarm","cut, poison-sting, pin-missile, disable, absorb","hp=50, attack=47, defense=50, special-attack=57, special-defense=50, speed=65",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,,5
596,galvantula,165,8,143,"bug, electric","compound-eyes, unnerve, swarm","cut, poison-sting, pin-missile, hyper-beam, absorb","hp=70, attack=77, defense=60, special-attack=97, special-defense=60, speed=108",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,,5
597,ferroseed,61,6,188,"grass, steel",iron-barbs,"tackle, pin-missile, leech-seed, solar-beam, thunderbolt","hp=44, attack=50, defense=91, special-attack=24, special-defense=86, speed=10",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,,5
598,ferrothorn,171,10,1100,"grass, steel","iron-barbs, anticipation","swords-dance, cut, tackle, pin-missile, hyper-beam","hp=74, attack=94, defense=131, special-attack=54, special-defense=116, speed=20",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,,5
599,klink,60,3,210,steel,"plus, minus, clear-body","vice-grip, bind, hyper-beam, thunder-shock, thunderbolt","hp=40, attack=55, defense=70, special-attack=45, special-defense=60, speed=30",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,,5
600,klang,154,6,510,steel,"plus, minus, clear-body","vice-grip, bind, hyper-beam, thunder-shock, thunderbolt","hp=60, attack=80, defense=95, special-attack=70, special-defense=85, speed=50",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,,5
601,klinklang,234,6,810,steel,"plus, minus, clear-body","vice-grip, bind, hyper-beam, thunder-shock, thunderbolt","hp=60, attack=100, defense=115, special-attack=70, special-defense=85, speed=90",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,,5
602,tynamo,55,2,3,electric,levitate,"tackle, thunder-wave, spark, charge, knock-off","hp=35, attack=55, defense=40, special-attack=45, special-defense=40, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,,5
603,eelektrik,142,12,220,electric,levitate,"bind, headbutt, body-slam, take-down, thrash","hp=65, attack=85, defense=70, special-attack=75, special-defense=70, speed=40",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,,5
604,eelektross,232,21,805,electric,levitate,"fire-punch, thunder-punch, cut, bind, headbutt","hp=85, attack=115, defense=80, special-attack=105, special-defense=80, speed=50",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,,5
605,elgyem,67,5,90,psychic,"telepathy, synchronize, analytic","headbutt, growl, disable, psybeam, thunderbolt","hp=55, attack=55, defense=55, special-attack=85, special-defense=55, speed=30",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,,5
606,beheeyem,170,10,345,psychic,"telepathy, synchronize, analytic","headbutt, growl, psybeam, hyper-beam, thunderbolt","hp=75, attack=75, defense=75, special-attack=125, special-defense=95, speed=40",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,,5
607,litwick,55,3,31,"ghost, fire","flash-fire, flame-body, infiltrator","acid, ember, flamethrower, solar-beam, fire-spin","hp=50, attack=30, defense=55, special-attack=65, special-defense=55, speed=20",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,,5
608,lampent,130,6,130,"ghost, fire","flash-fire, flame-body, infiltrator","ember, flamethrower, solar-beam, fire-spin, toxic","hp=60, attack=40, defense=60, special-attack=95, special-defense=60, speed=55",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,,5
609,chandelure,234,10,343,"ghost, fire","flash-fire, flame-body, infiltrator","ember, flamethrower, hyper-beam, solar-beam, fire-spin","hp=60, attack=55, defense=90, special-attack=145, special-defense=90, speed=80",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,,5
610,axew,64,6,180,dragon,"rivalry, mold-breaker, unnerve","scratch, guillotine, razor-wind, swords-dance, cut","hp=46, attack=87, defense=60, special-attack=30, special-defense=40, speed=57",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,,5
611,fraxure,144,10,360,dragon,"rivalry, mold-breaker, unnerve","scratch, guillotine, swords-dance, cut, take-down","hp=66, attack=117, defense=70, special-attack=40, special-defense=50, speed=67",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,,5
612,haxorus,243,18,1055,dragon,"rivalry, mold-breaker, unnerve","scratch, guillotine, swords-dance, cut, body-slam","hp=76, attack=147, defense=90, special-attack=60, special-defense=70, speed=97",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,,5
613,cubchoo,61,5,85,ice,"snow-cloak, slush-rush, rattled","mega-punch, ice-punch, cut, mega-kick, body-slam","hp=55, attack=70, defense=40, special-attack=60, special-defense=40, speed=40",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,,5
614,beartic,177,26,2600,ice,"snow-cloak, slush-rush, swift-swim","mega-punch, ice-punch, swords-dance, cut, mega-kick","hp=95, attack=130, defense=80, special-attack=70, special-defense=80, speed=50",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,,5
615,cryogonal,180,11,1480,ice,levitate,"bind, body-slam, take-down, mist, ice-beam","hp=80, attack=50, defense=50, special-attack=95, special-defense=135, speed=105",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,,5
616,shelmet,61,4,77,bug,"hydration, shell-armor, overcoat","body-slam, double-edge, acid, absorb, mega-drain","hp=50, attack=40, defense=85, special-attack=40, special-defense=65, speed=25",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,,5
617,accelgor,173,8,253,bug,"hydration, sticky-hold, unburden","body-slam, acid, hyper-beam, absorb, mega-drain","hp=80, attack=70, defense=40, special-attack=100, special-defense=60, speed=145",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,,5
618,stunfisk,165,7,110,"ground, electric","static, limber, sand-veil","tackle, water-gun, surf, thunder-shock, thunderbolt","hp=109, attack=66, defense=84, special-attack=81, special-defense=99, speed=32",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,,5
619,mienfoo,70,9,200,fighting,"inner-focus, regenerator, reckless","pound, double-slap, mega-punch, swords-dance, mega-kick","hp=45, attack=85, defense=50, special-attack=55, special-defense=50, speed=65",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,,5
620,mienshao,179,14,355,fighting,"inner-focus, regenerator, reckless","pound, double-slap, mega-punch, swords-dance, mega-kick","hp=65, attack=125, defense=60, special-attack=95, special-defense=60, speed=105",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,,5
621,druddigon,170,16,1390,dragon,"rough-skin, sheer-force, mold-breaker","mega-punch, fire-punch, thunder-punch, scratch, cut","hp=77, attack=120, defense=90, special-attack=60, special-defense=90, speed=48",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,,5
622,golett,61,10,920,"ground, ghost","iron-fist, klutz, no-guard","pound, mega-punch, fire-punch, ice-punch, thunder-punch","hp=59, attack=74, defense=50, special-attack=35, special-defense=50, speed=35",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,,5
623,golurk,169,28,3300,"ground, ghost","iron-fist, klutz, no-guard","pound, mega-punch, fire-punch, ice-punch, thunder-punch","hp=89, attack=124, defense=80, special-attack=55, special-defense=80, speed=55",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,,5
624,pawniard,68,5,102,"dark, steel","defiant, inner-focus, pressure","scratch, guillotine, swords-dance, cut, headbutt","hp=45, attack=85, defense=70, special-attack=40, special-defense=40, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,,5
625,bisharp,172,16,700,"dark, steel","defiant, inner-focus, pressure","scratch, guillotine, swords-dance, cut, take-down","hp=65, attack=125, defense=100, special-attack=60, special-defense=70, speed=70",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,,5
626,bouffalant,172,16,946,normal,"reckless, sap-sipper, soundproof","swords-dance, cut, stomp, headbutt, horn-attack","hp=95, attack=110, defense=95, special-attack=40, special-defense=95, speed=55",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,,5
627,rufflet,70,5,105,"normal, flying","keen-eye, sheer-force, hustle","cut, wing-attack, whirlwind, fly, fury-attack","hp=70, attack=83, defense=50, special-attack=37, special-defense=50, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,,5
628,braviary,179,15,410,"normal, flying","keen-eye, sheer-force, defiant","cut, wing-attack, whirlwind, fly, fury-attack","hp=100, attack=123, defense=75, special-attack=57, special-defense=75, speed=80",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,,5
629,vullaby,74,5,90,"dark, flying","big-pecks, overcoat, weak-armor","cut, gust, whirlwind, fly, fury-attack","hp=70, attack=55, defense=75, special-attack=45, special-defense=65, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,,5
630,mandibuzz,179,12,395,"dark, flying","big-pecks, overcoat, weak-armor","cut, gust, whirlwind, fly, fury-attack","hp=110, attack=65, defense=105, special-attack=55, special-defense=95, speed=80",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,,5
631,heatmor,169,14,580,fire,"gluttony, flash-fire, white-smoke","fire-punch, thunder-punch, cut, bind, tackle","hp=85, attack=97, defense=66, special-attack=105, special-defense=66, speed=65",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,,5
632,durant,169,3,330,"bug, steel","swarm, hustle, truant","vice-grip, guillotine, cut, sand-attack, bite","hp=58, attack=109, defense=112, special-attack=48, special-defense=48, speed=109",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,,5
633,deino,60,8,173,"dark, dragon",hustle,"slam, headbutt, tackle, body-slam, take-down","hp=52, attack=65, defense=50, special-attack=45, special-defense=50, speed=38",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,,5
634,zweilous,147,14,500,"dark, dragon",hustle,"slam, headbutt, tackle, body-slam, take-down","hp=72, attack=85, defense=70, special-attack=65, special-defense=70, speed=58",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,,5
635,hydreigon,270,18,1600,"dark, dragon",levitate,"fly, slam, headbutt, tackle, body-slam","hp=92, attack=105, defense=90, special-attack=125, special-defense=90, speed=98",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,,5
636,larvesta,72,11,288,"bug, fire","flame-body, swarm","body-slam, take-down, thrash, double-edge, ember","hp=55, attack=85, defense=55, special-attack=50, special-defense=55, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,,5
637,volcarona,248,16,460,"bug, fire","flame-body, swarm","gust, whirlwind, fly, body-slam, take-down","hp=85, attack=60, defense=65, special-attack=135, special-defense=105, speed=100",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,,5
638,cobalion,261,21,2500,"steel, fighting",justified,"swords-dance, cut, double-kick, body-slam, take-down","hp=91, attack=90, defense=129, special-attack=90, special-defense=72, speed=108",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,,5
639,terrakion,261,19,2600,"rock, fighting",justified,"swords-dance, cut, double-kick, body-slam, take-down","hp=91, attack=129, defense=90, special-attack=72, special-defense=90, speed=108",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,,5
640,virizion,261,20,2000,"grass, fighting",justified,"swords-dance, cut, double-kick, body-slam, take-down","hp=91, attack=90, defense=72, special-attack=90, special-defense=129, speed=108",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,,5
641,tornadus-incarnate,261,15,630,flying,"prankster, defiant","gust, fly, tackle, body-slam, take-down","hp=79, attack=115, defense=70, special-attack=125, special-defense=80, speed=111",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,,5
642,thundurus-incarnate,261,15,610,"electric, flying","prankster, defiant","thunder-punch, fly, tackle, body-slam, take-down","hp=79, attack=115, defense=70, special-attack=125, special-defense=80, speed=111",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,,5
643,reshiram,306,32,3300,"dragon, fire",turboblaze,"cut, fly, body-slam, take-down, double-edge","hp=100, attack=120, defense=100, special-attack=150, special-defense=120, speed=90",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,,5
644,zekrom,306,29,3450,"dragon, electric",teravolt,"thunder-punch, cut, fly, body-slam, take-down","hp=100, attack=150, defense=120, special-attack=120, special-defense=100, speed=90",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,,5
645,landorus-incarnate,270,15,680,"ground, flying","sand-force, sheer-force","swords-dance, fly, tackle, body-slam, take-down","hp=89, attack=125, defense=90, special-attack=115, special-defense=80, speed=101",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,,5
646,kyurem,297,30,3250,"dragon, ice",pressure,"cut, fly, body-slam, take-down, roar","hp=125, attack=130, defense=90, special-attack=130, special-defense=90, speed=95",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,,5
647,keldeo-ordinary,261,14,485,"water, fighting",justified,"swords-dance, cut, double-kick, take-down, double-edge","hp=91, attack=72, defense=90, special-attack=129, special-defense=90, speed=108",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,,5
648,meloetta-aria,270,6,65,"normal, psychic",serene-grace,"fire-punch, ice-punch, thunder-punch, swords-dance, sing","hp=100, attack=77, defense=77, special-attack=128, special-defense=128, speed=90",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,,5
649,genesect,270,15,825,"bug, steel",download,"fly, flamethrower, ice-beam, blizzard, hyper-beam","hp=71, attack=120, defense=95, special-attack=120, special-defense=95, speed=99",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,,5
650,chespin,63,4,90,grass,"overgrow, bulletproof","thunder-punch, swords-dance, cut, vine-whip, tackle","hp=56, attack=61, defense=65, special-attack=48, special-defense=45, speed=38",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,,6
651,quilladin,142,7,290,grass,"overgrow, bulletproof","thunder-punch, swords-dance, cut, vine-whip, tackle","hp=61, attack=78, defense=95, special-attack=56, special-defense=58, speed=57",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,,6
652,chesnaught,239,16,900,"grass, fighting","overgrow, bulletproof","thunder-punch, swords-dance, cut, vine-whip, tackle","hp=88, attack=107, defense=122, special-attack=74, special-defense=75, speed=64",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,,6
653,fennekin,61,4,94,fire,"blaze, magician","scratch, cut, take-down, tail-whip, ember","hp=40, attack=45, defense=40, special-attack=62, special-defense=60, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,,6
654,braixen,143,10,145,fire,"blaze, magician","fire-punch, thunder-punch, scratch, cut, take-down","hp=59, attack=59, defense=58, special-attack=90, special-defense=70, speed=73",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,,6
655,delphox,240,15,390,"fire, psychic","blaze, magician","fire-punch, thunder-punch, scratch, cut, take-down","hp=75, attack=69, defense=72, special-attack=114, special-defense=100, speed=104",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,,6
656,froakie,63,3,70,water,"torrent, protean","pound, cut, take-down, growl, water-gun","hp=41, attack=56, defense=40, special-attack=62, special-defense=44, speed=71",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,,6
657,frogadier,142,6,109,water,"torrent, protean","pound, ice-punch, swords-dance, cut, take-down","hp=54, attack=63, defense=52, special-attack=83, special-defense=56, speed=97",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,,6
658,greninja,239,15,400,"water, dark","torrent, protean","pound, ice-punch, swords-dance, cut, take-down","hp=72, attack=95, defense=67, special-attack=103, special-defense=71, speed=122",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,,6
659,bunnelby,47,4,50,normal,"pickup, cheek-pouch, huge-power","double-slap, swords-dance, cut, double-kick, tackle","hp=38, attack=36, defense=38, special-attack=32, special-defense=36, speed=57",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,,6
660,diggersby,148,10,424,"normal, ground","pickup, cheek-pouch, huge-power","double-slap, mega-punch, fire-punch, ice-punch, thunder-punch","hp=85, attack=56, defense=77, special-attack=50, special-defense=77, speed=78",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,,6
661,fletchling,56,3,17,"normal, flying","big-pecks, gale-wings","razor-wind, swords-dance, fly, tackle, take-down","hp=45, attack=50, defense=43, special-attack=40, special-defense=38, speed=62",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,,6
662,fletchinder,134,7,160,"fire, flying","flame-body, gale-wings","razor-wind, swords-dance, fly, tackle, take-down","hp=62, attack=73, defense=55, special-attack=56, special-defense=52, speed=84",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,,6
663,talonflame,175,12,245,"fire, flying","flame-body, gale-wings","razor-wind, swords-dance, fly, tackle, take-down","hp=78, attack=81, defense=71, special-attack=74, special-defense=69, speed=126",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,,6
664,scatterbug-icy-snow,40,3,25,bug,"shield-dust, compound-eyes, friend-guard","tackle, poison-powder, stun-spore, string-shot, bug-bite","hp=38, attack=35, defense=40, special-attack=27, special-defense=25, speed=35",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png,,6
