id,name,base_experience,height,weight,types,abilities,moves,stats,Generation,image_url,image_exists
726,torracat,147,7,250,fire,"blaze, intimidate","pay-day, scratch, swords-dance, double-kick, body-slam","hp=65, attack=85, defense=50, special-attack=80, special-defense=50, speed=90",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/726.png,True
727,incineroar,239,18,830,"fire, dark","blaze, intimidate","mega-punch, pay-day, fire-punch, thunder-punch, scratch","hp=95, attack=115, defense=90, special-attack=80, special-defense=90, speed=60",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/727.png,True
728,popplio,64,4,75,water,"torrent, liquid-voice","pound, double-slap, growl, sing, water-gun","hp=50, attack=54, defense=54, special-attack=66, special-defense=56, speed=40",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/728.png,True
729,brionne,147,6,175,water,"torrent, liquid-voice","pound, double-slap, body-slam, growl, sing","hp=60, attack=69, defense=69, special-attack=91, special-defense=81, speed=50",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/729.png,True
730,primarina,239,18,440,"water, fairy","torrent, liquid-voice","pound, double-slap, body-slam, growl, sing","hp=80, attack=74, defense=74, special-attack=126, special-defense=116, speed=60",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/730.png,True
731,pikipek,53,3,12,"normal, flying","keen-eye, skill-link, pickup","swords-dance, fly, fury-attack, take-down, growl","hp=35, attack=75, defense=30, special-attack=30, special-defense=30, speed=65",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/731.png,True
732,trumbeak,124,6,148,"normal, flying","keen-eye, skill-link, pickup","swords-dance, fly, fury-attack, take-down, growl","hp=55, attack=85, defense=50, special-attack=40, special-defense=50, speed=75",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/732.png,True
733,toucannon,218,11,260,"normal, flying","keen-eye, skill-link, sheer-force","swords-dance, fly, fury-attack, take-down, growl","hp=80, attack=120, defense=75, special-attack=75, special-defense=75, speed=60",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/733.png,True
734,yungoos,51,4,60,normal,"stakeout, strong-jaw, adaptability","sand-attack, tackle, take-down, thrash, double-edge","hp=48, attack=70, defense=30, special-attack=30, special-defense=30, speed=45",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/734.png,True
735,gumshoos,146,7,142,normal,"stakeout, strong-jaw, adaptability","fire-punch, ice-punch, thunder-punch, sand-attack, tackle","hp=88, attack=110, defense=60, special-attack=55, special-defense=60, speed=45",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/735.png,True
736,grubbin,60,4,44,bug,swarm,"vice-grip, take-down, bite, string-shot, thunderbolt","hp=47, attack=62, defense=45, special-attack=55, special-defense=45, speed=46",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/736.png,True
737,charjabug,140,5,105,"bug, electric",battery,"vice-grip, take-down, bite, string-shot, thunderbolt","hp=57, attack=82, defense=95, special-attack=55, special-defense=75, speed=36",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/737.png,True
738,vikavolt,225,15,450,"bug, electric",levitate,"vice-grip, guillotine, fly, take-down, bite","hp=77, attack=70, defense=90, special-attack=145, special-defense=75, speed=43",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/738.png,True
739,crabrawler,68,6,70,fighting,"hyper-cutter, iron-fist, anger-point","ice-punch, thunder-punch, slam, body-slam, take-down","hp=47, attack=82, defense=57, special-attack=42, special-defense=47, speed=63",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/739.png,True
740,crabominable,167,17,1800,"fighting, ice","hyper-cutter, iron-fist, anger-point","ice-punch, thunder-punch, slam, body-slam, take-down","hp=97, attack=132, defense=77, special-attack=62, special-defense=67, speed=43",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/740.png,True
741,oricorio-baile,167,6,34,"fire, flying",dancer,"pound, double-slap, swords-dance, fly, take-down","hp=75, attack=70, defense=70, special-attack=98, special-defense=70, speed=93",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/741.png,True
742,cutiefly,61,1,2,"bug, fairy","honey-gather, shield-dust, sweet-veil","absorb, stun-spore, toxic, psychic, double-team","hp=40, attack=45, defense=40, special-attack=55, special-defense=40, speed=84",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/742.png,True
743,ribombee,162,2,5,"bug, fairy","honey-gather, shield-dust, sweet-veil","take-down, hyper-beam, absorb, solar-beam, stun-spore","hp=60, attack=55, defense=60, special-attack=95, special-defense=70, speed=124",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/743.png,True
744,rockruff,56,5,92,rock,"keen-eye, vital-spirit, steadfast","swords-dance, sand-attack, tackle, body-slam, take-down","hp=45, attack=65, defense=40, special-attack=30, special-defense=40, speed=60",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/744.png,True
745,lycanroc-midday,170,8,250,rock,"keen-eye, sand-rush, steadfast","swords-dance, sand-attack, tackle, body-slam, take-down","hp=75, attack=115, defense=65, special-attack=55, special-defense=65, speed=112",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/745.png,True
746,wishiwashi-solo,61,2,3,water,schooling,"take-down, double-edge, growl, mist, water-gun","hp=45, attack=20, defense=20, special-attack=25, special-defense=25, speed=40",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/746.png,True
747,mareanie,61,4,80,"poison, water","merciless, limber, regenerator","poison-sting, pin-missile, bite, hydro-pump, surf","hp=50, attack=53, defense=62, special-attack=43, special-defense=52, speed=45",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/747.png,True
748,toxapex,173,7,145,"poison, water","merciless, limber, regenerator","body-slam, poison-sting, pin-missile, bite, hydro-pump","hp=50, attack=63, defense=152, special-attack=53, special-defense=142, speed=35",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/748.png,True
749,mudbray,77,10,1100,ground,"own-tempo, stamina, inner-focus","stomp, double-kick, mega-kick, body-slam, take-down","hp=70, attack=100, defense=70, special-attack=45, special-defense=55, speed=45",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/749.png,True
750,mudsdale,175,25,9200,ground,"own-tempo, stamina, inner-focus","stomp, double-kick, mega-kick, body-slam, take-down","hp=100, attack=125, defense=100, special-attack=55, special-defense=85, speed=35",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/750.png,True
751,dewpider,54,3,40,"water, bug","water-bubble, water-absorb","headbutt, bite, water-gun, hydro-pump, surf","hp=38, attack=40, defense=52, special-attack=40, special-defense=72, speed=27",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/751.png,True
752,araquanid,159,18,820,"water, bug","water-bubble, water-absorb","headbutt, body-slam, bite, water-gun, hydro-pump","hp=68, attack=70, defense=92, special-attack=50, special-defense=132, speed=42",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/752.png,True
753,fomantis,50,3,15,grass,"leaf-guard, contrary","swords-dance, take-down, growth, razor-leaf, solar-beam","hp=40, attack=55, defense=35, special-attack=50, special-defense=35, speed=35",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/753.png,True
754,lurantis,168,9,185,grass,"leaf-guard, contrary","swords-dance, take-down, hyper-beam, growth, razor-leaf","hp=70, attack=105, defense=90, special-attack=80, special-defense=90, speed=45",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/754.png,True
755,morelull,57,2,15,"grass, fairy","illuminate, effect-spore, rain-dish","absorb, mega-drain, leech-seed, growth, solar-beam","hp=40, attack=35, defense=55, special-attack=65, special-defense=75, speed=15",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/755.png,True
756,shiinotic,142,10,115,"grass, fairy","illuminate, effect-spore, rain-dish","hyper-beam, absorb, mega-drain, solar-beam, sleep-powder","hp=60, attack=45, defense=80, special-attack=90, special-defense=100, speed=30",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/756.png,True
757,salandit,64,6,48,"poison, fire","corrosion, oblivious","double-slap, scratch, sand-attack, take-down, ember","hp=48, attack=44, defense=40, special-attack=71, special-defense=40, speed=77",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/757.png,True
758,salazzle,168,12,222,"poison, fire","corrosion, oblivious","pound, double-slap, scratch, body-slam, take-down","hp=68, attack=64, defense=60, special-attack=111, special-defense=60, speed=117",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/758.png,True
759,stufful,68,5,68,"normal, fighting","fluffy, klutz, cute-charm","mega-punch, ice-punch, thunder-punch, swords-dance, bind","hp=70, attack=75, defense=50, special-attack=45, special-defense=50, speed=50",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/759.png,True
760,bewear,175,21,1350,"normal, fighting","fluffy, klutz, unnerve","mega-punch, ice-punch, thunder-punch, swords-dance, bind","hp=120, attack=125, defense=80, special-attack=55, special-defense=60, speed=60",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/760.png,True
761,bounsweet,42,3,32,grass,"leaf-guard, oblivious, sweet-veil","take-down, razor-leaf, solar-beam, toxic, double-team","hp=42, attack=30, defense=38, special-attack=30, special-defense=38, speed=32",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/761.png,True
762,steenee,102,7,82,grass,"leaf-guard, oblivious, sweet-veil","double-slap, stomp, take-down, razor-leaf, solar-beam","hp=52, attack=40, defense=48, special-attack=40, special-defense=48, speed=62",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/762.png,True
763,tsareena,230,12,214,grass,"leaf-guard, queenly-majesty, sweet-veil","double-slap, stomp, mega-kick, take-down, hyper-beam","hp=72, attack=120, defense=98, special-attack=50, special-defense=98, speed=72",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/763.png,True
764,comfey,170,1,3,fairy,"flower-veil, triage, natural-cure","bind, vine-whip, wrap, hyper-beam, leech-seed","hp=51, attack=52, defense=90, special-attack=82, special-defense=110, speed=100",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/764.png,True
765,oranguru,172,15,760,"normal, psychic","inner-focus, telepathy, symbiosis","mega-punch, mega-kick, body-slam, take-down, psybeam","hp=90, attack=60, defense=80, special-attack=90, special-defense=110, speed=60",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/765.png,True
766,passimian,172,20,828,fighting,"receiver, defiant","mega-punch, mega-kick, tackle, body-slam, take-down","hp=100, attack=120, defense=90, special-attack=40, special-defense=60, speed=80",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/766.png,True
767,wimpod,46,5,120,"bug, water",wimp-out,"sand-attack, surf, toxic, screech, double-team","hp=25, attack=35, defense=40, special-attack=20, special-defense=30, speed=80",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/767.png,True
768,golisopod,186,20,1080,"bug, water",emergency-exit,"swords-dance, sand-attack, pin-missile, surf, ice-beam","hp=75, attack=125, defense=140, special-attack=60, special-defense=90, speed=40",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/768.png,True
769,sandygast,64,5,700,"ghost, ground","water-compaction, sand-veil","sand-attack, absorb, mega-drain, earthquake, toxic","hp=55, attack=55, defense=80, special-attack=70, special-defense=45, speed=15",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png,True
770,palossand,168,13,2500,"ghost, ground","water-compaction, sand-veil","sand-attack, body-slam, hyper-beam, absorb, mega-drain","hp=85, attack=75, defense=110, special-attack=100, special-defense=75, speed=35",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/770.png,True
771,pyukumuku,144,3,12,water,"innards-out, unaware","counter, toxic, screech, double-team, recover","hp=55, attack=60, defense=130, special-attack=30, special-defense=130, speed=5",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/771.png,True
772,type-null,107,19,1205,normal,battle-armor,"razor-wind, swords-dance, tackle, take-down, double-edge","hp=95, attack=95, defense=95, special-attack=95, special-defense=95, speed=59",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/772.png,True
773,silvally-normal,257,23,1005,normal,rks-system,"razor-wind, swords-dance, tackle, take-down, double-edge","hp=95, attack=95, defense=95, special-attack=95, special-defense=95, speed=95",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png,True
774,minior-red-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=60, defense=100, special-attack=60, special-defense=100, speed=60",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png,True
775,komala,168,4,199,normal,comatose,"swords-dance, slam, body-slam, take-down, thrash","hp=65, attack=115, defense=65, special-attack=75, special-defense=95, speed=65",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png,True
776,turtonator,170,20,2120,"fire, dragon",shell-armor,"mega-punch, mega-kick, tackle, body-slam, roar","hp=60, attack=78, defense=135, special-attack=91, special-defense=85, speed=36",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png,True
777,togedemaru,152,3,33,"electric, steel","iron-barbs, lightning-rod, sturdy","tackle, twineedle, pin-missile, hyper-beam, thunder-shock","hp=65, attack=98, defense=63, special-attack=40, special-defense=73, speed=96",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png,True
778,mimikyu-disguised,167,2,7,"ghost, fairy",disguise,"scratch, swords-dance, take-down, hyper-beam, thunderbolt","hp=55, attack=90, defense=80, special-attack=50, special-defense=105, speed=96",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png,True
779,bruxish,166,9,190,"water, psychic","dazzling, strong-jaw, wonder-skin","swords-dance, take-down, bite, disable, water-gun","hp=68, attack=105, defense=70, special-attack=70, special-defense=70, speed=92",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png,True
780,drampa,170,30,1850,"normal, dragon","berserk, sap-sipper, cloud-nine","razor-wind, fly, roar, flamethrower, mist","hp=78, attack=60, defense=85, special-attack=135, special-defense=91, speed=36",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png,True
781,dhelmise,181,39,2100,"ghost, grass",steelworker,"swords-dance, slam, wrap, hydro-pump, surf","hp=70, attack=131, defense=100, special-attack=86, special-defense=90, speed=40",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png,True
782,jangmo-o,60,6,297,dragon,"bulletproof, soundproof, overcoat","swords-dance, headbutt, tackle, body-slam, take-down","hp=45, attack=55, defense=65, special-attack=45, special-defense=45, speed=45",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png,True
783,hakamo-o,147,12,470,"dragon, fighting","bulletproof, soundproof, overcoat","mega-punch, swords-dance, mega-kick, headbutt, tackle","hp=55, attack=75, defense=90, special-attack=65, special-defense=70, speed=65",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png,True
784,kommo-o,270,16,782,"dragon, fighting","bulletproof, soundproof, overcoat","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance","hp=75, attack=110, defense=125, special-attack=100, special-defense=105, speed=85",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png,True
785,tapu-koko,257,18,205,"electric, fairy","electric-surge, telepathy","thunder-punch, fly, roar, hyper-beam, thunder-shock","hp=70, attack=115, defense=85, special-attack=95, special-defense=75, speed=130",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png,True
786,tapu-lele,257,12,186,"psychic, fairy","psychic-surge, telepathy","psybeam, hyper-beam, thunderbolt, thunder, toxic","hp=70, attack=85, defense=75, special-attack=130, special-defense=115, speed=95",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png,True
787,tapu-bulu,257,19,455,"grass, fairy","grassy-surge, telepathy","mega-punch, swords-dance, whirlwind, horn-attack, roar","hp=70, attack=130, defense=115, special-attack=85, special-defense=95, speed=75",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png,True
788,tapu-fini,257,13,212,"water, fairy","misty-surge, telepathy","ice-punch, mist, water-gun, hydro-pump, surf","hp=70, attack=75, defense=115, special-attack=95, special-defense=130, speed=85",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png,True
789,cosmog,40,2,1,psychic,unaware,"teleport, splash","hp=43, attack=29, defense=31, special-attack=29, special-defense=31, speed=37",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png,True
790,cosmoem,140,1,9999,psychic,sturdy,"teleport, cosmic-power","hp=43, attack=29, defense=131, special-attack=29, special-defense=131, speed=37",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png,True
791,solgaleo,306,34,2300,"psychic, steel",full-metal-body,"body-slam, take-down, double-edge, roar, flamethrower","hp=137, attack=137, defense=107, special-attack=113, special-defense=89, speed=97",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png,True
792,lunala,306,40,1200,"psychic, ghost",shadow-shield,"fly, roar, ice-beam, blizzard, hyper-beam","hp=137, attack=113, defense=89, special-attack=137, special-defense=107, speed=97",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png,True
793,nihilego,257,12,555,"rock, poison",beast-boost,"pound, bind, headbutt, body-slam, wrap","hp=109, attack=53, defense=47, special-attack=127, special-defense=131, speed=103",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png,True
794,buzzwole,257,24,3336,"bug, fighting",beast-boost,"comet-punch, mega-punch, ice-punch, thunder-punch, body-slam","hp=107, attack=139, defense=139, special-attack=53, special-defense=53, speed=79",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png,True
795,pheromosa,257,18,250,"bug, fighting",beast-boost,"stomp, double-kick, jump-kick, leer, ice-beam","hp=71, attack=137, defense=37, special-attack=137, special-defense=37, speed=151",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png,True
796,xurkitree,257,38,1000,electric,beast-boost,"thunder-punch, bind, wrap, hyper-beam, solar-beam","hp=83, attack=89, defense=71, special-attack=173, special-defense=71, speed=83",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png,True
797,celesteela,257,92,9999,"steel, flying",beast-boost,"fly, tackle, body-slam, double-edge, flamethrower","hp=97, attack=101, defense=103, special-attack=107, special-defense=101, speed=61",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png,True
798,kartana,257,3,1,"grass, steel",beast-boost,"guillotine, swords-dance, cut, razor-leaf, toxic","hp=59, attack=181, defense=131, special-attack=59, special-defense=31, speed=109",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png,True
799,guzzlord,257,55,8880,"dark, dragon",beast-boost,"mega-punch, stomp, mega-kick, body-slam, thrash","hp=223, attack=101, defense=53, special-attack=97, special-defense=53, speed=43",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png,True
800,necrozma,270,24,2300,psychic,prism-armor,"swords-dance, body-slam, hyper-beam, solar-beam, thunder-wave","hp=97, attack=107, defense=101, special-attack=127, special-defense=89, speed=79",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png,True
801,magearna,270,10,805,"steel, fairy",soul-heart,"body-slam, take-down, sonic-boom, ice-beam, psybeam","hp=80, attack=95, defense=115, special-attack=130, special-defense=115, speed=65",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png,True
802,marshadow,270,7,222,"fighting, ghost",technician,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=90, attack=125, defense=80, special-attack=90, special-defense=90, speed=125",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png,True
803,poipole,189,6,18,poison,beast-boost,"fury-attack, pin-missile, growl, acid, peck","hp=67, attack=73, defense=67, special-attack=73, special-defense=67, speed=73",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png,True
804,naganadel,243,36,1500,"poison, dragon",beast-boost,"fly, fury-attack, pin-missile, growl, acid","hp=73, attack=73, defense=73, special-attack=127, special-defense=73, speed=121",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png,True
805,stakataka,257,55,8200,"rock, steel",beast-boost,"bind, stomp, mega-kick, tackle, body-slam","hp=61, attack=131, defense=211, special-attack=53, special-defense=101, speed=13",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png,True
806,blacephalon,257,18,130,"fire, ghost",beast-boost,"fire-punch, ember, flamethrower, hyper-beam, solar-beam","hp=53, attack=127, defense=53, special-attack=151, special-defense=79, speed=107",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png,True
807,zeraora,270,15,445,electric,volt-absorb,"mega-punch, pay-day, fire-punch, thunder-punch, scratch","hp=88, attack=112, defense=75, special-attack=102, special-defense=80, speed=143",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png,True
808,meltan,135,2,80,steel,magnet-pull,"headbutt, tail-whip, thunder-shock, thunderbolt, thunder-wave","hp=46, attack=65, defense=65, special-attack=55, special-defense=35, speed=34",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png,True
809,melmetal,270,25,8000,steel,iron-fist,"mega-punch, ice-punch, thunder-punch, mega-kick, headbutt","hp=135, attack=143, defense=143, special-attack=80, special-defense=65, speed=34",7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png,True
810,grookey,62,3,50,grass,"overgrow, grassy-surge","mega-punch, scratch, swords-dance, slam, mega-kick","hp=50, attack=65, defense=50, special-attack=40, special-defense=40, speed=65",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png,True
811,thwackey,147,7,140,grass,"overgrow, grassy-surge","mega-punch, scratch, swords-dance, slam, mega-kick","hp=70, attack=85, defense=70, special-attack=55, special-defense=60, speed=80",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png,True
812,rillaboom,265,21,900,grass,"overgrow, grassy-surge","mega-punch, scratch, swords-dance, slam, mega-kick","hp=100, attack=125, defense=90, special-attack=60, special-defense=70, speed=85",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png,True
813,scorbunny,62,3,45,fire,"blaze, libero","double-kick, mega-kick, sand-attack, headbutt, tackle","hp=50, attack=71, defense=40, special-attack=40, special-defense=40, speed=69",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png,True
814,raboot,147,6,90,fire,"blaze, libero","swords-dance, double-kick, mega-kick, sand-attack, headbutt","hp=65, attack=86, defense=60, special-attack=55, special-defense=60, speed=94",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png,True
815,cinderace,265,14,330,fire,"blaze, libero","fire-punch, swords-dance, double-kick, mega-kick, sand-attack","hp=80, attack=116, defense=75, special-attack=65, special-defense=75, speed=119",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png,True
816,sobble,62,3,40,water,"torrent, sniper","pound, bind, take-down, growl, mist","hp=50, attack=40, defense=40, special-attack=70, special-defense=40, speed=70",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png,True
817,drizzile,147,7,115,water,"torrent, sniper","pound, bind, take-down, growl, mist","hp=65, attack=60, defense=55, special-attack=95, special-defense=55, speed=90",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png,True
818,inteleon,265,19,452,water,"torrent, sniper","pound, swords-dance, bind, take-down, growl","hp=70, attack=85, defense=65, special-attack=125, special-defense=65, speed=120",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png,True
819,skwovet,55,3,25,normal,"cheek-pouch, gluttony","tackle, body-slam, take-down, double-edge, tail-whip","hp=70, attack=55, defense=55, special-attack=35, special-defense=35, speed=25",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png,True
820,greedent,161,6,60,normal,"cheek-pouch, gluttony","swords-dance, tackle, body-slam, take-down, double-edge","hp=120, attack=95, defense=95, special-attack=55, special-defense=75, speed=20",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png,True
821,rookidee,49,2,18,flying,"keen-eye, unnerve, big-pecks","fly, sand-attack, fury-attack, take-down, leer","hp=38, attack=47, defense=35, special-attack=33, special-defense=35, speed=57",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png,True
822,corvisquire,128,8,160,flying,"keen-eye, unnerve, big-pecks","fly, fury-attack, take-down, leer, peck","hp=68, attack=67, defense=55, special-attack=43, special-defense=55, speed=77",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png,True
823,corviknight,248,22,750,"flying, steel","pressure, unnerve, mirror-armor","fly, sand-attack, fury-attack, body-slam, take-down","hp=98, attack=87, defense=105, special-attack=53, special-defense=85, speed=67",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png,True
824,blipbug,36,4,80,bug,"swarm, compound-eyes, telepathy","supersonic, recover, struggle-bug, sticky-web, infestation","hp=25, attack=20, defense=20, special-attack=25, special-defense=45, speed=45",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png,True
